[0 , 0 , 0 , 0 , 0 , -0 , -0 , -0 , -0 , -0 , -0 , -0 , -0 , -0 , -0 , 0 , 0 , 0 , 0 , 0],
[0.309017 , 0.293893 , 0.25 , 0.181636 , 0.0954915 , -1.35076e-08 , -0.0954915 , -0.181636 , -0.25 , -0.293893 , -0.309017 , -0.293893 , -0.25 , -0.181635 , -0.0954913 , 2.98387e-07 , 0.0954918 , 0.181636 , 0.25 , 0.293893],
[0.587785 , 0.559017 , 0.475528 , 0.345491 , 0.181636 , -2.56929e-08 , -0.181636 , -0.345491 , -0.475528 , -0.559017 , -0.587785 , -0.559017 , -0.475528 , -0.345491 , -0.181635 , 5.67565e-07 , 0.181636 , 0.345492 , 0.475529 , 0.559017],
[0.809017 , 0.769421 , 0.654509 , 0.475528 , 0.25 , -3.53633e-08 , -0.25 , -0.475528 , -0.654509 , -0.769421 , -0.809017 , -0.769421 , -0.654508 , -0.475528 , -0.249999 , 7.81186e-07 , 0.250001 , 0.475529 , 0.654509 , 0.769421],
[0.951057 , 0.904509 , 0.769421 , 0.559017 , 0.293893 , -4.1572e-08 , -0.293893 , -0.559017 , -0.769421 , -0.904509 , -0.951057 , -0.904508 , -0.769421 , -0.559016 , -0.293892 , 9.18339e-07 , 0.293894 , 0.559018 , 0.769422 , 0.904509],
[1 , 0.951057 , 0.809017 , 0.587785 , 0.309017 , -4.37114e-08 , -0.309017 , -0.587785 , -0.809017 , -0.951057 , -1 , -0.951056 , -0.809017 , -0.587785 , -0.309016 , 9.65599e-07 , 0.309018 , 0.587786 , 0.809018 , 0.951057],
[0.951056 , 0.904508 , 0.769421 , 0.559017 , 0.293893 , -4.1572e-08 , -0.293893 , -0.559017 , -0.769421 , -0.904509 , -0.951056 , -0.904508 , -0.769421 , -0.559016 , -0.293892 , 9.18339e-07 , 0.293894 , 0.559018 , 0.769422 , 0.904509],
[0.809017 , 0.769421 , 0.654509 , 0.475528 , 0.25 , -3.53633e-08 , -0.25 , -0.475528 , -0.654509 , -0.769421 , -0.809017 , -0.769421 , -0.654508 , -0.475528 , -0.249999 , 7.81186e-07 , 0.250001 , 0.475529 , 0.654509 , 0.769421],
[0.587785 , 0.559017 , 0.475528 , 0.345491 , 0.181636 , -2.56929e-08 , -0.181636 , -0.345491 , -0.475528 , -0.559017 , -0.587785 , -0.559017 , -0.475528 , -0.345491 , -0.181635 , 5.67565e-07 , 0.181636 , 0.345492 , 0.475529 , 0.559017],
[0.309017 , 0.293892 , 0.25 , 0.181636 , 0.0954914 , -1.35076e-08 , -0.0954915 , -0.181635 , -0.25 , -0.293892 , -0.309017 , -0.293892 , -0.25 , -0.181635 , -0.0954912 , 2.98386e-07 , 0.0954918 , 0.181636 , 0.25 , 0.293893],
